range,content,summary,similarity
"[1749, 1750, 1751, 1752, 1753]","It had been before the Harkonnens and their new megalopolis of Carthag -- a cheap and brassy place some two hundred kilometers northeast across the Broken Land. Leto had been wise to choose this place for his seat of government. The name, Arrakeen, had a good sound, filled with tradition. And this was a smaller city, easier to sterilize and defend. Again there came the clatter of boxes being unloaded in the entry.",Dune: House Atreides (House Atreides Book 1),0.4437656
"[14006, 14007]","Shishakli presented two thin, whiplike shafts as Paul approached. The shafts were about a meter and a half long with glistening plasteel hoods at one end, roughened at the other end for a firm grip.",Sword of Shishakli (The Sword of Shishakli Series Book 1),0.44155738
"[4477, 4478]","He hauled back on the controls as the 'thopter glided in beside the crawler. The wings tipped up, braked the 'thopter to a skidding stop within twenty meters of the factory.",Crawler-mounted unmanned aerial vehicle,0.4392817
"[10088, 10089, 10090, 10091]","""Movement across the landscape is a necessity for animal life,"" his father said. ""Nomad peoples follow the same necessity. Lines of movement adjust to physical needs for water, food, minerals. We must control this movement now, align it for our purposes.""",Systems and methods for controlling animal movement,0.43845463
"[12530, 12531, 12532, 12533]","""Well, what are they?"" ""Each bush, each weed you see out there in the erg,"" she said, ""how do you suppose it lives when we leave it? Each is planted most tenderly in its own little pit. The pits are filled with smooth ovals of chromoplastic.",Method and apparatus for growing plants in an extraterrestrial environment,0.43735093
"[3237, 3238, 3239]","""According to Idaho's report,"" Hawat said, ""shields are dangerous in the desert. A body-size shield will call every worm for hundreds of meters around. It appears to drive them into a killing frenzy.",Protective armor for use in a hostile environment,0.4343664
"[11567, 11568, 11569]","Stilgar returned the baliset, extended a small pile of metal rings in one palm. Paul looked at them, seeing the different sizes, the way the light of the glowglobe reflected off them. Chani took the largest ring, held it on a finger.",The Ringworld Engineers (The Ringworld Engineers Book 1),0.431082
"[4612, 4613, 4614, 4615, 4616, 4617, 4618]","The Duke brought his craft around toward the Shield Wall. His escort came down from circling stations, took up positions above and on both sides. Paul thought about what the Dune man and Kynes had said. He sensed half-truths, outright lies. The men on the sand had glided across the surface so surely, moving in a way obviously calculated to keep from luring the worm back out of its depths. Fremen! Paul thought.",Sandworms of Dune,0.43052274
"[4031, 4032, 4033, 4034, 4035, 4036]","It had been an odd sensation putting on the crinkling, slick-surfaced garment. In his foreconsciousness had been the absolute knowledge that he had never before worn a stillsuit. Yet, each motion of adjusting the adhesion tabs under Gurney's inexpert guidance had seemed natural, instinctive. When he had tightened the chest to gain maximum pumping action from the motion of breathing, he had known what he did and why. When he had fitted the neck and forehead tabs tightly, he had known it was to prevent friction blisters. Kynes straightened, stepped back with a puzzled expression.",Stillsuit and methods of use thereof,0.42923704
"[11668, 11669, 11670, 11671, 11672, 11673, 11674]","""It has been calculated with precision,"" Stilgar whispered. ""We know to within a million decaliters how much we need. When we have it, we shall change the face of Arrakis."" A hushed whisper of response lifted from the troop: ""Bi-lal kaifa."" ""We will trap the dunes beneath grass plantings,"" Stilgar said, his voice growing stronger. ""We will tie the water into the soil with trees and undergrowth."" ""Bi-lal kaifa,"" intoned the troop.","The sandworms of Arrakis: genetic engineering, ecology, and ecosystem dynamics of Dune's sandworm Paul Muad'Dib Atreides",0.4283659
"[16525, 16526]","There was such an air of sureness in the way she appraised her surroundings. The Baron stared at the kicking feet, the way they moved the black robe, the wink of sandals beneath the fabric.",The Baron and the Black Robe (The Baron and the Black Robe Book 1),0.424876
"[14003, 14004]","He turned toward the dune Stilgar had indicated -- a dirty tan slope with an S-track crest. Already, most of the troop was moving out in the opposite direction, climbing the other dune that had sheltered their camp.",Arrakis: Dune,0.42086086
"[13698, 13699, 13700, 13701, 13702, 13703, 13704]","-from ""The Collected Sayings of Muad'Dib"" by the Princess Irulan Paul-Muad'Dib remembered that there had been a meal heavy with spice essence. He clung to this memory because it was an anchor point and he could tell himself from this vantage that his immediate experience must be a dream. I am a theater of processes, he told himself. I am a prey to the imperfect vision, to the race consciousness and its terrible purpose. Yet, he could not escape the fear that he had somehow overrun himself, lost his position in time, so that past and future and present mingled without distinction. It was a kind of visual fatigue and it came, he knew, from the constant necessity of holding the prescient future as a kind of memory that was in itself a thing intrinsically of the past. Chani prepared the meal for me, he told himself.",Method and apparatus for preparing a meal for Paul-Muad'Dib,0.41946322
"[3035, 3036, 3037, 3038]","= = = = = = Over the exit of the Arrakeen landing field, crudely carved as though with a poor instrument, there was an inscription that Muad'Dib was to repeat many times. He saw it that first night on Arrakis, having been brought to the ducal command post to participate in his father's first full staff conference. The words of the inscription were a plea to those leaving Arrakis, but they fell with dark import on the eyes of a boy who had just escaped a close brush with death.",Dune: House Atreides (House Atreides Book 1),0.4151193
"[11108, 11109, 11110, 11111, 11112]","Jessica recognized the shield-fighter timing in her son, and it came over her what a two-edged thing that was. The boy's reactions were those of youth and trained to a peak these people had never seen. But the attack was trained, too, and conditioned by the necessities of penetrating a shield barrier. A shield would repel too fast a blow, admit only the slowly deceptive counter. It needed control and trickery to get through a shield.","Methods, systems, and apparatus, including computer-readable storage media, for shield fighters. According to some embodiments, a method performed by one or more processors includes receiving, from a first computing device, a request to",0.41305035
